path,bytes,md5
reports\figures\fig17_工况二_ZN.png,156341,1900410c6dbfb51ada56193adc58d007
reports\figures\fig18_工况二_IMC.png,150948,2935024cbb81a7526136c37a86e4c36e
reports\figures\fig19_工况二_BO.png,153062,ddc2b5e0a237cbef8179695ca2ea21dd
reports\figures\fig1_系统结构框图.png,198023,baa266a8eee37797e5439f9adc8c5be4
reports\figures\fig20_工况二_FNN.png,149005,4193a8c652969707b0c67ce27214d592
reports\figures\fig21_工况二_RL.png,152510,ce088429ed794e48b87d81edce6e7524
reports\figures\fig22_工况三_ZN.png,163513,777c8bf4fb11c700d21bc30e5ec134fc
reports\figures\fig23_工况三_IMC.png,167255,0e4f823aa4b5148ed888b05006ba69be
reports\figures\fig24_工况三_BO.png,168690,3c184fb0dff8bd5d725c6532c037bb60
reports\figures\fig25_工况三_FNN.png,163323,082fa798a9c65c7e3afb663ee35e764c
reports\figures\fig26_工况三_RL.png,169869,61b861e8f2ad74b5d464e0cfe4e6acc1
reports\figures\fig27_七算法统一演示.png,245097,f7bcd1c6088338d0512d93163fd114d5
reports\figures\fig2_实验流程框图.png,244613,26707dff43a1b2a352cdd741b68bef0b
reports\make_case_figures.py,12014,2dbb6d5c121a3fcdc2b2b7553a47bdd1
reports\make_figures.py,16244,a865e2feed50c494ea5e4c2ea9f4811e
reports\make_outline_docx.py,6766,dd7cf7b2baaaf66ba693df184f3971b6
reports\make_s4_figures.py,13079,1b2d1c53f5cd08c18113f47c411965dc
reports\make_slides.py,48548,4b284849f422754402c0b4d14d157e6e
reports\make_subreport_figures.py,33163,118cec7bd0a8b8fc7e39bc64baad2667
reports\make_tuning_figures.py,15021,bc2069c38bd7365765744017121afb57
reports\md2docx.py,12480,7455f86ae62a537e60e6d41febc7e27c
reports\分报告\00_总览与阅读指引.docx,407892,ddff2d29b5bbd92c2b73a4187bba49e1
reports\分报告\00_总览与阅读指引.md,15485,58efdd293402f7aa1dfbaf32ba4f45f8
reports\分报告\01_被控对象建模与FOPDT辨识.docx,1081999,73ddea30d80abc9253df4cd74c253342
reports\分报告\01_被控对象建模与FOPDT辨识.md,19395,8ffec3d0650e9012714aceca3a0c329b
reports\分报告\02_算法报告_Z-N反应曲线法.docx,805321,ea10ad6311b0e23b810496941087f6c0
reports\分报告\02_算法报告_Z-N反应曲线法.md,6324,1c0842b1b1f77984713895b54b678805
reports\分报告\03_算法报告_IMC-λ内模控制.docx,894900,82db719785574ef6657942e01287b729
reports\分报告\03_算法报告_IMC-λ内模控制.md,8448,bac4e365436c7be742b26247cb2f707d
reports\分报告\04_算法报告_贝叶斯BO自动整定.docx,936071,e08a06d62f576f0abd95adb66c9b6af7
reports\分报告\04_算法报告_贝叶斯BO自动整定.md,17845,aa67f7b3b34ead308e82b2260fd3bfcf
reports\分报告\05_算法报告_风险感知安全BO.docx,1017307,308af9ce1da7e5849fb58547ef562b4f
reports\分报告\05_算法报告_风险感知安全BO.md,21261,af7085343b44db6fb6c728987d55d31b
reports\分报告\06_算法报告_LLM-Agent工具调用整定.docx,951437,914c17e81dce0b47ca99f63cf4491009
reports\分报告\06_算法报告_LLM-Agent工具调用整定.md,11090,8f7a5fd72e46d83c6f0cba03a0719173
reports\分报告\07_算法报告_FNN在线自整定.docx,923714,11e5a88d47c12409ebdd99dc43e148ed
reports\分报告\07_算法报告_FNN在线自整定.md,9295,2f711ac1c58eddb70bec350d8c506e0f
reports\分报告\08_算法报告_RL在线自整定.docx,1019978,5f00bc1d4197b26c1234ee4126791e9b
reports\分报告\08_算法报告_RL在线自整定.md,10646,e7835d5ccf566322d05cf2f78d3f4a64
reports\分报告\data\supplement_metrics.json,3817,970f4307a05c5295c67154e1f7e35477
reports\分报告\figures\fig04_imc_lambda扫描.png,110199,ee92f57dbea285ab5671cdd527ee15fc
reports\分报告\figures\fig05_bo搜索轨迹.png,99859,29adf8000e68b69f34b129510214147b
reports\分报告\figures\fig06_安全bo风险搜索.png,100349,52699120733d0f945f9c265df60bcfbc
reports\分报告\figures\fig07_llm工具调用轨迹.png,128231,8da530cadeb6e60ad805d4e57947243f
reports\分报告\figures\fig08_fnn训练收敛.png,131523,d895469e5da601055e4fd5d44bcdfccd
reports\分报告\figures\fig09_rl训练收敛.png,213660,72618eac34d08d0f9b8a9b4672f878ea
reports\分报告\figures\fig12_工况一_ZN.png,139520,477878d8097a577ceba3d1dc1705ef0b
reports\分报告\figures\fig13_工况一_IMC.png,132791,6d264cf951d153e939c94855a7bce099
reports\分报告\figures\fig14_工况一_BO.png,137262,02ba61f2262156bc32c627758856ca14
reports\分报告\figures\fig15_工况一_FNN.png,130588,eac286134ae07a4ef5c8a6c341576fbe
reports\分报告\figures\fig16_工况一_RL.png,130372,fc6a95a4777ef7bf899f8776225eb20a
reports\分报告\figures\fig17_工况二_ZN.png,156341,1900410c6dbfb51ada56193adc58d007
reports\分报告\figures\fig18_工况二_IMC.png,150948,2935024cbb81a7526136c37a86e4c36e
reports\分报告\figures\fig19_工况二_BO.png,153062,ddc2b5e0a237cbef8179695ca2ea21dd
reports\分报告\figures\fig1_系统结构框图.png,198023,baa266a8eee37797e5439f9adc8c5be4
reports\分报告\figures\fig20_工况二_FNN.png,149005,4193a8c652969707b0c67ce27214d592
reports\分报告\figures\fig21_工况二_RL.png,152510,ce088429ed794e48b87d81edce6e7524
reports\分报告\figures\fig22_工况三_ZN.png,163513,777c8bf4fb11c700d21bc30e5ec134fc
reports\分报告\figures\fig23_工况三_IMC.png,167255,0e4f823aa4b5148ed888b05006ba69be
reports\分报告\figures\fig24_工况三_BO.png,168690,3c184fb0dff8bd5d725c6532c037bb60
reports\分报告\figures\fig25_工况三_FNN.png,163323,082fa798a9c65c7e3afb663ee35e764c
reports\分报告\figures\fig26_工况三_RL.png,169869,61b861e8f2ad74b5d464e0cfe4e6acc1
reports\分报告\figures\fig_case1_llm.png,139692,f9b6003dedd30b4ecc1cd704a4e30f2f
reports\分报告\figures\fig_case1_safebo.png,144042,29114f94106094bb5cb8f691eb49abf6
reports\分报告\figures\fig_case2_llm.png,174261,498775df3fd86b7e4af873f853ce3b2a
reports\分报告\figures\fig_case2_safebo.png,178476,1c4fb04460fe7a5c9b948013850ba102
reports\分报告\figures\fig_case3_llm.png,204534,46f06dc90c7e0896c8dbfa9f74cc6ca3
reports\分报告\figures\fig_case3_safebo.png,211637,cac4cc39bdf55da44998c8681b498079
reports\分报告\figures\fig_flow_bo.png,111211,da07dc574281fc9c571f99f9a9050795
reports\分报告\figures\fig_flow_fnn.png,161093,b9760c3b091e201b7ac06fab02bd8b59
reports\分报告\figures\fig_flow_imc.png,118770,0e6e9239ddd53c22d8aaab19a561fa37
reports\分报告\figures\fig_flow_llm.png,132523,64107bde81efcf2e04fa5f193e9b544a
reports\分报告\figures\fig_flow_rl.png,161220,60a60467580b4888b6dd78f9f97855b8
reports\分报告\figures\fig_flow_safebo.png,121194,32f106a1830e4f2a509f72c5d9a827fe
reports\分报告\figures\fig_flow_zn.png,101223,57c2d3dc3b0cbebcb5a279e772f4ff0e
reports\分报告\figures\fig_fnn_rule_table.png,355295,83d6a2d6b8d27c58fbfebe6a30f87f6a
reports\分报告\figures\fig_fopdt_crossval.png,274845,13c704faec1e83b4d3838fd109618e56
reports\分报告\figures\fig_fopdt_fit_3cases.png,199097,79c18b44ea13d74f70572b885b821a3e
reports\分报告\figures\fig_fopdt_fit_convergence.png,110058,51a9aa036e08188c5dd47eb7959205df
reports\分报告\figures\fig_fopdt_two_point_failure.png,262430,2ef7ba544626bd2f0ae7917c77fd5e99
reports\分报告\figures\fig_mixed_bo.png,197649,672ef9d941346e94c560b6893683e5e0
reports\分报告\figures\fig_mixed_fnn.png,183744,b13c346da38169f12ecd82a220ac3985
reports\分报告\figures\fig_mixed_imc.png,189723,890dc6d55d8f2c930baa34f358f9673d
reports\分报告\figures\fig_mixed_llm.png,172955,1cb6985096363f61536c7b4996754051
reports\分报告\figures\fig_mixed_rl.png,187410,6b35d6ead4e7c931472a3276f0447d40
reports\分报告\figures\fig_mixed_safebo.png,175862,613d22304b4b7ff4219789a36789232a
reports\分报告\figures\fig_mixed_zn.png,205706,4024f7cbbb67eb73ec500003a7a2e02c
reports\分报告\figures\fig_objective_breakdown.png,191264,578f39732ef6a9c48e3979ab9241baf4
reports\分报告\figures\fig_rl_q_evolution.png,473590,c86a437234ba1f73ca40dd3bada6d775
reports\实验报告_AI-PI整定.docx,4183439,f642f918db94edf3a95e131252499a5c
reports\实验报告_AI-PI整定.md,46619,ad4d0217c4c330ea43b0eff97aa22cbf
reports\实验报告_AI-PI整定.new.docx,4184390,896902bd806700451a5db17b45284d01
reports\实验报告_AI-PI整定_v2.docx,4184482,f61b8f0b01026f7a5f487b6c4503b62c
reports\实验报告_AI自动整定.md,13464,a0d547d16d3b07494b551cd8d71debc0
reports\实验报告生成.docx,45609,50b358d1e07c46f90cf7e8bb6a6cd544
reports\实验报告生成.md,15876,53a5b4680d9ee297f1a516586b238032
reports\项目全景汇报_结构与算法流程.md,17714,085ff9bb916989b47fc809e5a61fa9fa
requirements.txt,155,83f9bf4c5d2b10e254606f686ba33061
RESULTS.md,2840,d0a90323d9b9293d879bdd203d83477a
REVIEW_DEFECTS.md,10461,8a78fe3c52bb1561de9d1632ccd926c3
REVIEW_RESPONSE.md,8553,eb88bdb24d3684c35e27516a3e0fcb9a
run_advanced_tuning_benchmark.py,9014,a8478ee80380b801c1d642c6f9183855
run_cross_validation.py,2039,fc1f1d7ba033a75ff765b953b4f78876
run_embedded_demo.py,3838,77b639c7585491356dea20c1ae4d0f25
run_llm_agent_demo.py,2831,020b126dcd20cc1d069d5add5fe774b3
run_openmodelica_validation.bat,317,bc1463a604a616b8e82dab373d9ff0a7
run_quick_demo.bat,277,45fd2c9f428ef7e412a025c426189d54
run_tuning_benchmark.py,11576,19f0211949f60c630e2b308b38dcbaf1
SOTA_LLM_PI_TUNING.md,9918,a23af63567046a6883071236936d1e26
streamlit_app.py,11202,c30ef23bb0ae6c521cd70b8808a1c6a5
tests\__pycache__\test_advanced_tuning.cpython-311-pytest-7.4.0.pyc,56466,6c0813b657564a9aa1fd69ee3fd2ecb8
tests\__pycache__\test_demo.cpython-311-pytest-7.4.0.pyc,18804,c37a8d47cddc82eb78df3470433d9d7e
tests\__pycache__\test_embedded_demo.cpython-311-pytest-7.4.0.pyc,33407,c91ed2bd662a51c74576aa7dadf8beeb
tests\__pycache__\test_env_loader.cpython-311-pytest-7.4.0.pyc,4226,aff161fdad0abefca7c1284e07068062
tests\__pycache__\test_llm_matrix_aggregate.cpython-311-pytest-7.4.0.pyc,10665,a05d08347eeb83dfbf73a79e47d9b7a3
tests\__pycache__\test_review_v3.cpython-311-pytest-7.4.0.pyc,24202,9233a96805ae5f5031726fe0e29b5822
tests\check_interactive_html.mjs,2647,872dcf3ae644ca132468b9babde44d89
tests\test_advanced_tuning.py,11893,0c66dcef7b5ce39e08ee758021e25924
tests\test_demo.py,10056,592a56e51010809809e32ebeeb7458c2
tests\test_embedded_demo.py,6105,aeef62173814fef825ec8a9c0f329f87
tests\test_env_loader.py,887,9eb2e28d5ce7aa9e6fe6aa38b7a90648
tests\test_llm_matrix_aggregate.py,2685,2704e6d2b20ab1c32ef64ef16c372a44
tests\test_review_v3.py,5343,cc9cf37a3f742b9bc356202c2d3f8492
tests\validate_report_formulas.mjs,2081,d73498dbf6390f8aed214a323833090c
vendor\katex\auto-render.min.js,3486,2499f8f84f6a72af275029af0206a56b
vendor\katex\fonts\KaTeX_AMS-Regular.ttf,63632,56573229753fad48910bda2ea1a6dd54
vendor\katex\fonts\KaTeX_AMS-Regular.woff,33516,10824af77e9961cfd548c8a458f10851
vendor\katex\fonts\KaTeX_AMS-Regular.woff2,28076,66c678209ce93b6e2b583f02ce41529e
vendor\katex\fonts\KaTeX_Caligraphic-Bold.ttf,12368,497bf407c4c609c6cf1f1ad38f437f7f
vendor\katex\fonts\KaTeX_Caligraphic-Bold.woff,7716,de2ba279933d60f7819ff61f71c17bed
vendor\katex\fonts\KaTeX_Caligraphic-Bold.woff2,6912,a9e9b0953b078cd40f5e19ef4face6fc
vendor\katex\fonts\KaTeX_Caligraphic-Regular.ttf,12344,e6fb499fc8f9925eea3138cccba17fff
vendor\katex\fonts\KaTeX_Caligraphic-Regular.woff,7656,a25140fbe6692bffe71a2ab861572eb3
vendor\katex\fonts\KaTeX_Caligraphic-Regular.woff2,6908,08d95d99bf4a2b2dc7a876653857f154
vendor\katex\fonts\KaTeX_Fraktur-Bold.ttf,19584,b9d7c4497cab3702487214651ab03744
vendor\katex\fonts\KaTeX_Fraktur-Bold.woff,13296,40934fc076960bb989d590db044fef62
vendor\katex\fonts\KaTeX_Fraktur-Bold.woff2,11348,796f3797cdf36fcaea18c3070a608378
vendor\katex\fonts\KaTeX_Fraktur-Regular.ttf,19572,97a699d83318e9334a0deaea6ae5eda2
vendor\katex\fonts\KaTeX_Fraktur-Regular.woff,13208,e435cda5784e21b26ab2d03fbcb56a99
vendor\katex\fonts\KaTeX_Fraktur-Regular.woff2,11316,f9e6a99f4a543b7d6cad1efb6cf1e4b1
vendor\katex\fonts\KaTeX_Main-Bold.ttf,51336,8e431f7ece346b6282dae3d9d0e7a970
vendor\katex\fonts\KaTeX_Main-Bold.woff,29912,4cdba6465ab9fac5d3833c6cdba7a8c3
vendor\katex\fonts\KaTeX_Main-Bold.woff2,25324,a9382e25bcf75d856718fcef54d7acdb
vendor\katex\fonts\KaTeX_Main-BoldItalic.ttf,32968,52fb39b0434c463d5df32419608ab08a
vendor\katex\fonts\KaTeX_Main-BoldItalic.woff,19412,5f875f986a9bce1264e8c42417b56f74
vendor\katex\fonts\KaTeX_Main-BoldItalic.woff2,16780,d873734390c716d6e18ff3f71ac6eb8b
vendor\katex\fonts\KaTeX_Main-Italic.ttf,33580,39349e0a2b366f38e2672b45aded2030
vendor\katex\fonts\KaTeX_Main-Italic.woff,19676,8ffd28f6390231548ead99d7835887fa
vendor\katex\fonts\KaTeX_Main-Italic.woff2,16988,652970624cde999882102fa2b6a8871f
vendor\katex\fonts\KaTeX_Main-Regular.ttf,53580,818582dae57e6fac46202cfd844afabb
vendor\katex\fonts\KaTeX_Main-Regular.woff,30772,f1cdb692ee31c10b37262caffced5271
vendor\katex\fonts\KaTeX_Main-Regular.woff2,26272,f8a7f19f45060f7a177314855b8c7aa3
vendor\katex\fonts\KaTeX_Math-BoldItalic.ttf,31196,6589c4f1f587f73f0ad0af8ae35ccb53
vendor\katex\fonts\KaTeX_Math-BoldItalic.woff,18668,48155e43d9a284b54753e50e4ba586dc
vendor\katex\fonts\KaTeX_Math-BoldItalic.woff2,16400,1320454d951ec809a7dbccb4f23fccf0
vendor\katex\fonts\KaTeX_Math-Italic.ttf,31308,fe5ed5875d95b18c98546cb4f47304ff
vendor\katex\fonts\KaTeX_Math-Italic.woff,18748,ed7aea12d765f9e2d0f9bc7fa2be626c
vendor\katex\fonts\KaTeX_Math-Italic.woff2,16440,d8b7a801bd87b324efcbae7394119c24
vendor\katex\fonts\KaTeX_SansSerif-Bold.ttf,24504,f2ac73121357210d91e5c3eaa42f72ea
vendor\katex\fonts\KaTeX_SansSerif-Bold.woff,14408,0e897d27f063facef504667290e408bd
vendor\katex\fonts\KaTeX_SansSerif-Bold.woff2,12216,ad546b4719bcf690a3604944b90b7e42
vendor\katex\fonts\KaTeX_SansSerif-Italic.ttf,22364,f60b4a34842bb524b562df092917a542
vendor\katex\fonts\KaTeX_SansSerif-Italic.woff,14112,ef725de572b71381dccf53918e300744
vendor\katex\fonts\KaTeX_SansSerif-Italic.woff2,12028,e934cbc86e2d59ceaf04102c43dc0b50
vendor\katex\fonts\KaTeX_SansSerif-Regular.ttf,19436,3243452ee6817acd761c9757aef93c29
vendor\katex\fonts\KaTeX_SansSerif-Regular.woff,12316,5f8637ee731482c44a37789723f5e499
vendor\katex\fonts\KaTeX_SansSerif-Regular.woff2,10344,1ac3ed6ebe34e473519ca1da86f7a384
vendor\katex\fonts\KaTeX_Script-Regular.ttf,16648,a189c37d73ffce63464635dc12cbbc96
vendor\katex\fonts\KaTeX_Script-Regular.woff,10588,a82fa2a7e18b8c7a1a9f6069844ebfb9
vendor\katex\fonts\KaTeX_Script-Regular.woff2,9644,1b3161eb8cc67462d6e8c2fb96c68507
vendor\katex\fonts\KaTeX_Size1-Regular.ttf,12228,0d8d9204004bdf126342605f7bbdffe6
vendor\katex\fonts\KaTeX_Size1-Regular.woff,6496,4788ba5b6247e336f734b742fe9900d5
vendor\katex\fonts\KaTeX_Size1-Regular.woff2,5468,82ef26dc680ba60d884e051c73d9a42d
vendor\katex\fonts\KaTeX_Size2-Regular.ttf,11508,1fdda0e59ed35495ebac28badf210574
vendor\katex\fonts\KaTeX_Size2-Regular.woff,6188,b0628bfd27c979a09f702a2277979888
vendor\katex\fonts\KaTeX_Size2-Regular.woff2,5208,95a1da914c20455a07b7c9e2dcf2836d
vendor\katex\fonts\KaTeX_Size3-Regular.ttf,7588,963af864cbb10611ba33267ba7953777
vendor\katex\fonts\KaTeX_Size3-Regular.woff,4420,4de844d4552e941f6b9c38837a8d487b
vendor\katex\fonts\KaTeX_Size3-Regular.woff2,3624,9108a400f4787cffdcc3a3b813401e6a
vendor\katex\fonts\KaTeX_Size4-Regular.ttf,10364,27a23ee69999affa55491c7dab8e53bf
vendor\katex\fonts\KaTeX_Size4-Regular.woff,5980,3045a61f722bc4b198450ce69b3e3824
vendor\katex\fonts\KaTeX_Size4-Regular.woff2,4928,61522cd3d9043622e235ab57762754f2
vendor\katex\fonts\KaTeX_Typewriter-Regular.ttf,27556,6bf4287568e1d3004b54d5d60f9f08f9
vendor\katex\fonts\KaTeX_Typewriter-Regular.woff,16028,0e0460587676d22eae09accd6dcfebc6
vendor\katex\fonts\KaTeX_Typewriter-Regular.woff2,13568,b8b8393d2e65fcebda5fa99fa3264f41
vendor\katex\katex.min.css,24728,f135708cdeb09e80a2c4125b22d30bd5
vendor\katex\katex.min.js,272179,45d69fd6e087c760434078d3cd280f04
vendor\katex\katex.mjs,618249,77f0b0bee07ec70cd349c543fe21c1fa
实验报告改进.md,5754,4840cd124db7f25e3e30d276137e101c
改进.md,8176,4bca08389e4359d7ddaac73331f47e4e
